"No.","Time","Source","Destination","Protocol","Length","Info"
"15994","218.860295","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2251155 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15995","218.860307","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2252595 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15996","218.860322","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2254035 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15997","218.860334","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2255475 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15999","218.862256","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2256915 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16001","218.862284","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2258355 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16002","218.862294","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2259795 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16003","218.862310","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2261235 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16004","218.862323","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"16005","218.862337","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2264115 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16006","218.862352","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2265555 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16007","218.862363","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2266995 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16008","218.862405","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2268435 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16009","218.862447","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2269875 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16010","218.862500","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2271315 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16011","218.862534","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2272755 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16012","218.862547","34.149.100.209","192.168.122.247","TCP","304","443  >  42802 [PSH, ACK] Seq=2274195 Ack=2578 Win=65535 Len=250 [TCP segment of a reassembled PDU]"
"16013","218.862561","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2274445 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16014","218.862576","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2275885 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16015","218.862589","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2277325 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16016","218.862604","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2278765 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16017","218.862619","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"16018","218.862633","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2281645 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16019","218.862667","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2283085 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16020","218.862682","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2284525 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16021","218.862695","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2285965 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16022","218.862708","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2287405 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16023","218.862723","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2288845 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16024","218.862734","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2290285 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16025","218.862747","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2291725 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16026","218.862789","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2293165 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16027","218.862803","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2294605 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16028","218.862819","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"16029","218.862832","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2297485 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16030","218.862845","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2298925 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16031","218.862860","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2300365 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16032","218.862874","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2301805 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16033","218.862888","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2303245 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16034","218.862901","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2304685 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16035","218.862915","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2306125 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16036","218.862949","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2307565 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16037","218.862962","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2309005 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16038","218.862982","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2310445 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16039","218.862995","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"16040","218.863006","34.149.100.209","192.168.122.247","TCP","1174","443  >  42802 [PSH, ACK] Seq=2313325 Ack=2578 Win=65535 Len=1120 [TCP segment of a reassembled PDU]"
"16042","218.863673","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2314445 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16043","218.863749","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2315885 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16045","218.863873","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2317325 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16046","218.863894","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2318765 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16047","218.863921","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2320205 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16049","218.864033","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2321645 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16050","218.864091","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2323085 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16052","218.864234","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2324525 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16053","218.864251","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2325965 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16054","218.864266","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2327405 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16055","218.864277","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"16056","218.864301","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2330285 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16059","218.864636","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2331725 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16060","218.864676","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2333165 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16062","218.864763","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2334605 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16063","218.864779","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2336045 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16064","218.864791","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2337485 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16065","218.866454","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2338925 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16066","218.866481","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2340365 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16067","218.866495","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2341805 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16068","218.866509","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2343245 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16069","218.866523","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"16070","218.866538","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2346125 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16071","218.866552","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2347565 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16072","218.866566","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2349005 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16073","218.866583","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2350445 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16074","218.866597","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2351885 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16075","218.866609","34.149.100.209","192.168.122.247","TCP","1174","443  >  42802 [PSH, ACK] Seq=2353325 Ack=2578 Win=65535 Len=1120 [TCP segment of a reassembled PDU]"
"16076","218.866622","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2354445 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16077","218.866633","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2355885 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16078","218.866645","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2357325 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16079","218.866660","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2358765 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16080","218.866674","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2360205 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16081","218.866689","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"16082","218.866703","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2363085 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16083","218.866717","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2364525 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16084","218.866744","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2365965 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16085","218.866757","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2367405 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16086","218.866771","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2368845 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16087","218.866786","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2370285 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16088","218.866810","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2371725 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16089","218.866832","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2373165 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16090","218.866852","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2374605 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16091","218.866864","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2376045 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16092","218.866877","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"16093","218.866890","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2378925 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16094","218.866903","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2380365 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16095","218.866920","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2381805 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16096","218.866934","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2383245 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16097","218.866949","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2384685 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16098","218.866965","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2386125 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16099","218.866978","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2387565 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16100","218.866995","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2389005 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16101","218.867008","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2390445 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16102","218.867023","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2391885 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16103","218.867056","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2393325 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16104","218.867088","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"16105","218.867120","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2396205 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16107","218.873689","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2397645 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16108","218.873714","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2399085 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16109","218.873726","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2400525 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16110","218.873732","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2401965 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16111","218.873738","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2403405 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16112","218.873754","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2404845 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16113","218.873760","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2406285 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16114","218.873768","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2407725 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16115","218.873776","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2409165 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16116","218.873781","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"16118","218.873795","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2412045 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16119","218.873803","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2413485 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16120","218.873809","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2414925 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16121","218.873821","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2416365 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16122","218.873827","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2417805 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16123","218.873833","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2419245 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16124","218.873842","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2420685 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16125","218.873848","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2422125 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16126","218.873854","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2423565 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16127","218.873861","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2425005 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16128","218.873867","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2426445 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16129","218.873875","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"16130","218.873880","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2429325 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16131","218.873886","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2430765 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16132","218.873902","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2432205 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16133","218.873907","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2433645 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16134","218.873913","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2435085 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16135","218.873920","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2436525 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16136","218.873926","34.149.100.209","192.168.122.247","TCP","284","443  >  42802 [PSH, ACK] Seq=2437965 Ack=2578 Win=65535 Len=230 [TCP segment of a reassembled PDU]"
"16137","218.873932","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2438195 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16138","218.873939","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2439635 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16139","218.873944","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2441075 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16140","218.873950","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2442515 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16141","218.873958","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"16142","218.873964","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2445395 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16143","218.873969","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2446835 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16144","218.873978","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2448275 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16145","218.873984","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2449715 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16146","218.874014","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2451155 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16147","218.874021","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2452595 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16148","218.874027","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2454035 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16149","218.874034","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2455475 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16150","218.874041","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2456915 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16151","218.874047","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2458355 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16152","218.874057","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"16153","218.874063","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2461235 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16154","218.874068","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2462675 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16155","218.874076","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2464115 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16157","218.875959","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2465555 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16158","218.875991","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2466995 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16160","218.876536","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2468435 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16161","218.877632","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2469875 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16163","218.878104","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2471315 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16164","218.878137","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2472755 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16166","218.878264","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2474195 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16167","218.878285","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2475635 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16169","218.878347","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"16170","218.878392","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2478515 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"16172","218.878451","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=2479955 Ack=2578 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
