"No.","Time","Source","Destination","Protocol","Length","Info"
"14895","217.832818","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"14896","217.832852","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"14898","217.832901","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"14900","217.832939","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"14902","217.833006","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"14904","217.833157","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"14906","217.833287","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"14908","217.833424","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"14910","217.833522","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"14912","217.833571","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1088886 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14914","217.833708","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1090326 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14916","217.833744","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1091766 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14917","217.833799","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1093206 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14919","217.833914","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1094646 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14920","217.833944","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1096086 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14922","217.834036","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1097526 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14923","217.834061","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1098966 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14924","217.834090","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1100406 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14926","217.834125","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1101846 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14928","217.834264","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1103286 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14929","217.834295","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"14931","217.834409","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1106166 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14932","217.834438","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1107606 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14934","217.834527","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1109046 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14935","217.834609","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1110486 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14937","217.834647","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1111926 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14938","217.834674","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1113366 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14940","217.834768","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1114806 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14941","217.834798","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1116246 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14943","217.834916","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1117686 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14944","217.834948","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1119126 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14946","217.835045","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"14947","217.835144","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1122006 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14949","217.835185","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1123446 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14950","217.835213","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1124886 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14952","217.835346","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1126326 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14953","217.835374","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1127766 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14955","217.835467","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1129206 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14956","217.835550","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1130646 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14958","217.835588","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [PSH, ACK] Seq=1132086 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14959","217.835615","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1133526 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14961","217.835724","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1134966 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14962","217.835753","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"14964","217.835921","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1137846 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14965","217.835949","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1139286 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14966","217.835978","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1140726 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14967","217.836004","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1142166 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14968","217.836077","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1143606 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14969","217.836102","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1145046 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14970","217.836177","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1146486 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14971","217.836203","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1147926 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14972","217.836228","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1149366 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14973","217.836253","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1150806 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14974","217.836276","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1152246 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14975","217.836301","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"14976","217.836384","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1155126 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14977","217.836410","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1156566 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14978","217.836435","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1158006 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14980","217.836463","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1159446 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14982","217.836635","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1160886 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14984","217.836767","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1162326 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14986","217.836926","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1163766 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14988","217.837019","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1165206 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14990","217.837115","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1166646 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14992","217.837202","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1168086 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14994","217.837304","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data [TCP segment of a reassembled PDU]"
"14996","217.837479","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1170966 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"14998","217.837581","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1172406 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15000","217.837620","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1173846 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15002","217.837684","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1175286 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15004","217.837870","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1176726 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15005","217.837902","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1178166 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15007","217.838010","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1179606 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15009","217.838105","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1181046 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15010","217.838204","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1182486 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15012","217.838308","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1183926 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15013","217.838337","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1185366 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15015","217.838573","34.149.100.209","192.168.122.247","TLSv1.2","1494","Application Data, Application Data"
"15016","217.838728","34.149.100.209","192.168.122.247","TCP","542","443  >  42802 [PSH, ACK] Seq=1188246 Ack=1822 Win=65535 Len=488 [TCP segment of a reassembled PDU]"
"15018","217.838768","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1188734 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15019","217.838826","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1190174 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15020","217.838885","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1191614 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15022","217.838920","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1193054 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"15023","217.838948","34.149.100.209","192.168.122.247","TCP","1494","443  >  42802 [ACK] Seq=1194494 Ack=1822 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
